呂	ロ		spine; musical note; (phonetic ro)	口	くち	口、一、口	7
砲	ホウ		gun; cannon	石	いしへん	石、包	10
駄	ダ		burdensome; trivial; geta	馬	うまへん	馬、太	14
旦	タン、ダン		daybreak; dawn	日	ひ	日、一	5
棚		たな	shelf; rack; trellis	木	きへん	木、朋	12
紋	モン		crest; pattern; family emblem	糸	いとへん	糸、文	10
斎	サイ		purification; study room; to abstain	斉	せい	斉、小	11
斗	ト		to (unit ~18L); dipper	斗	とます		4
唄	バイ	うた	song; ballad; chant	口	くちへん	口、貝	10
韻	イン		rhyme; tone; elegance	音	おと	音、員	19
瑛	エイ		crystal; sparkle of jewelry; (name)	王	おうへん	王、英	12
叡	エイ		intelligence; imperial; (name)	又	また	睿、又	16
綺	キ	あや	figured cloth; beautiful; (name)	糸	いとへん	糸、奇	14
颯	サツ		sudden; refreshing; (name)	風	かぜ	立、風	14
馨	ケイ	かお(る)	fragrant; (name)	香	かおり	殸、香	20
壱	イチ		one (formal)	士	さむらい	士、冖、匕	7
弐	ニ		two (formal)	弋	しきがまえ	弋、二	6
曽	ソウ、ゾ		formerly; great-(grandparent)	日	ひらび	⺍、田、日	11
棺	カン		coffin; casket	木	きへん	木、官	12
款	カン		article; clause; goodwill	欠	あくび	士、示、欠	12
斤	キン		axe; kin (weight ~600g); loaf	斤	おの		4
株	カブ	かぶ	stump; share (stock); root	木	きへん	木、朱	10	6
冠	カン	かんむり	crown; cap; best	冖	わかんむり	冖、元、寸	9
稿	コウ		manuscript; draft; straw	禾	のぎへん	禾、高	15
綱	コウ	つな	rope; cable; principle	糸	いとへん	糸、岡	14	6
絹	ケン	きぬ	silk	糸	いとへん	糸、目、月	13	6
弦	ゲン	つる	bowstring; string; chord	弓	ゆみへん	弓、玄	8
絃	ゲン	いと	string (instrument); (variant of 弦)	糸	いとへん	糸、玄	11
鎖	サ	くさり	chain; to lock; to close	金	かねへん	金、小、貝	18
裟	サ		(Buddhist) surplice (kasaya)	衣	ころも	沙、衣	13
軸	ジク		axis; axle; shaft; scroll	車	くるまへん	車、由	12
紗	シャ		gauze; thin silk	糸	いとへん	糸、少	10
勺	シャク		ladle; shaku (unit); dipper	勹	つつみがまえ	勹、丶	3
酌	シャク	く(む)	to serve sake; to consider	酉	とりへん	酉、勺	10
酢	サク	す	vinegar	酉	とりへん	酉、乍	12
醇	ジュン		pure sake; rich; (name)	酉	とりへん	酉、享	15
淳	ジュン		pure; clean; (name)	氵	さんずい	氵、享	11
鐘	ショウ	かね	bell; chime	金	かねへん	金、童	20
錯	サク		to mix; confused; to err	金	かねへん	金、昔	16
朔	サク		first day of month; new moon; north	月	つき	屰、月	10
璽	ジ		imperial seal	玉	たま	爾、玉	19
磁	ジ		magnet; porcelain	石	いしへん	石、茲	14	6
称	ショウ		to call; name; to praise	禾	のぎへん	禾、尓	10
粧	ショウ		to adorn; makeup	米	こめへん	米、庄	12
硝	ショウ		saltpeter; nitrate; gunpowder	石	いしへん	石、肖	12
礁	ショウ		reef; sunken rock	石	いしへん	石、焦	17
錘	スイ	つむ	spindle; weight; plumb bob	金	かねへん	金、垂	16
鋳	チュウ	い(る)	to cast (metal); to mint	金	かねへん	金、寿	15
鎮	チン	しず(める)、しず(まる)	to calm; to suppress; town	金	かねへん	金、真	18
銑	セン		pig iron	金	かねへん	金、先	14
禅	ゼン		Zen; meditation; to abdicate	礻	しめすへん	礻、単	13
塑	ソ		model; molding; sculpting	土	つち	朔、土	13
租	ソ		tax; rent; tribute	禾	のぎへん	禾、且	10
紬	チュウ	つむぎ	pongee (silk); (name)	糸	いとへん	糸、由	11
綜	ソウ		to gather; rule; (name)	糸	いとへん	糸、宗	14
壇	ダン		platform; podium; stage	土	つちへん	土、亶	16
檀	ダン		sandalwood; altar; (name)	木	きへん	木、亶	17
