# verbs kanji (N1).
kanji	onyomi	kunyomi	meaning	radical	radical-name	components	strokes	grade
遣	ケン	つか(う)、つか(わす)	to send; to dispatch	辶	しんにょう	𠳋、辶	13
履	リ	は(く)	footwear; to wear (shoes); to carry out	尸	しかばね	尸、復	15
裂	レツ	さ(く)、さ(ける)	to split; to tear; to rend	衣	ころも	列、衣	12
滅	メツ	ほろ(びる)、ほろ(ぼす)	to perish; to destroy; to ruin	氵	さんずい	氵、烕	13
壊	カイ	こわ(す)、こわ(れる)	to break; to destroy	土	つちへん	土、褱	16
執	シツ、シュウ	と(る)	to grasp; to carry out; persistent	土	つち	幸、丸	11
謝	シャ	あやま(る)	to apologize; to thank	言	ごんべん	言、射	17	5
狩	シュ	か(る)、か(り)	to hunt; hunting	犭	けものへん	犭、守	9
侵	シン	おか(す)	to invade; to encroach	亻	にんべん	亻、㪐	9
炊	スイ	た(く)	to cook (rice); to boil	火	ひへん	火、欠	8
掌	ショウ	たなごころ	palm (of hand); to control	手	て	尚、手	12
抽	チュウ		to extract; to pull out	扌	てへん	扌、由	8
彫	チョウ	ほ(る)	to carve; to engrave; sculpture	彡	さんづくり	周、彡	11
跳	チョウ	は(ねる)、と(ぶ)	to leap; to jump; to spring	足	あしへん	足、兆	13
締	テイ	し(める)、し(まる)	to tighten; to conclude	糸	いとへん	糸、帝	15
踏	トウ	ふ(む)、ふ(まえる)	to step on; to tread	足	あしへん	足、沓	15
透	トウ	す(く)、す(かす)、す(ける)	transparent; to pass through	辶	しんにょう	秀、辶	10
闘	トウ	たたか(う)	to fight; to struggle	門	もんがまえ	門、斲	18
脱	ダツ	ぬ(ぐ)、ぬ(げる)	to take off; to escape	月	にくづき	月、兌	11
滞	タイ	とどこお(る)	to stagnate; to be delayed	氵	さんずい	氵、帯	13
翻	ホン	ひるがえ(る)、ひるがえ(す)	to flip; to translate; to flutter	羽	はね	番、羽	18
揚	ヨウ	あ(げる)、あ(がる)	to raise; to deep-fry; to hoist	扌	てへん	扌、昜	12
撮	サツ	と(る)	to photograph; to take (a picture)	扌	てへん	扌、最	15
繰		く(る)	to reel; to wind; to turn (pages)	糸	いとへん	糸、喿	19
契	ケイ	ちぎ(る)	pledge; contract	大	だい	㓞、大	9
薦	セン	すす(める)	to recommend	艹	くさかんむり	艹、廌	16
慎	シン	つつし(む)	to be careful; prudent; modest	忄	りっしんべん	忄、真	13
譲	ジョウ	ゆず(る)	to yield; to transfer; to concede	言	ごんべん	言、襄	20
飾	ショク	かざ(る)	to decorate; to adorn	食	しょくへん	飠、人、巾	13
鍛	タン	きた(える)	to forge; to temper; to train	金	かねへん	金、段	17
蓄	チク	たくわ(える)	to store; to save up	艹	くさかんむり	艹、畜	13	6
貢	コウ、ク	みつ(ぐ)	tribute; to contribute	貝	かい	工、貝	10
択	タク		to choose; to select	扌	てへん	扌、尺	7
拓	タク		to clear (land); to open up; rubbing	扌	てへん	扌、石	8
盛	セイ、ジョウ	も(る)、さか(る)、さか(ん)	to prosper; to heap	皿	さら	成、皿	11	6
奏	ソウ	かな(でる)	to play music; to report	大	だい	龹、大	9	6
描	ビョウ	えが(く)、か(く)	to draw; to depict; to sketch	扌	てへん	扌、苗	11
覆	フク	おお(う)、くつがえ(す)	to cover; to overturn	襾	おおいかんむり	覀、復	18
紡	ボウ	つむ(ぐ)	to spin (thread)	糸	いとへん	糸、方	10
穫	カク		harvest; reaping	禾	のぎへん	禾、蒦	18
距	キョ		distance; to be apart	足	あしへん	足、巨	12
懸	ケン、ケ	か(ける)、か(かる)	to suspend; to offer; concern	心	こころ	県、系、心	20
逮	タイ		to catch up; to arrest	辶	しんにょう	隶、辶	11
悼	トウ	いた(む)	to mourn; to lament	忄	りっしんべん	忄、卓	11
扱		あつか(う)	to handle; to deal with	扌	てへん	扌、及	6
詠	エイ	よ(む)	to compose (poem); to recite	言	ごんべん	言、永	12
殴	オウ	なぐ(る)	to assault; to beat	殳	るまた	区、殳	8
獲	カク	え(る)	to seize; to acquire; to capture	犭	けものへん	犭、蒦	16
括	カツ		to fasten; to tie up; to bundle	扌	てへん	扌、舌	9
戒	カイ	いまし(める)	commandment; to admonish	戈	ほこ	廾、戈	7
拐	カイ		to kidnap; to swindle	扌	てへん	扌、另	8
叶	キョウ	かな(う)	to come true; to grant (a wish)	口	くちへん	口、十	5
嗅	キュウ	か(ぐ)	to smell; to sniff	口	くちへん	口、臭	13
刈		か(る)	to cut (hair/grass); to reap	刂	りっとう	乂、刂	4
勘	カン		intuition; perception; sense	力	ちから	甚、力	11
勧	カン	すす(める)	to encourage; to recommend	力	ちから	雚、力	13
喚	カン		to yell; to call; summons	口	くちへん	口、奐	12
堪	カン	た(える)	to bear; to endure; to be capable	土	つちへん	土、甚	12
揮	キ		to wield; to command; to scatter	扌	てへん	扌、軍	12
戯	ギ	たわむ(れる)	to play; to sport; jest	戈	ほこ	虚、戈	15
擬	ギ		to imitate; mock-; pseudo-	扌	てへん	扌、疑	17
欺	ギ	あざむ(く)	to deceive; to cheat	欠	あくび	其、欠	12
却	キャク		instead; on the contrary; to reject	卩	ふしづくり	去、卩	7
虐	ギャク	しいた(げる)	to oppress; cruel; tyranny	虍	とらかんむり	虍、ヨ	9
窮	キュウ	きわ(める)、きわ(まる)	to be hard-pressed; destitute	穴	あなかんむり	穴、躬	15
糾	キュウ		to twist; to investigate; to scrutinize	糸	いとへん	糸、丩	9
拒	キョ	こば(む)	to refuse; to reject; to repel	扌	てへん	扌、巨	8
矯	キョウ	た(める)	to straighten; to correct; to reform	矢	やへん	矢、喬	17
脅	キョウ	おびや(かす)、おど(す)、おど(かす)	to threaten; to menace	月	にく	劦、月	10
驚	キョウ	おどろ(く)、おどろ(かす)	to be surprised; to be frightened	馬	うま	敬、馬	22
凝	ギョウ	こ(る)、こ(らす)	to stiffen; to be absorbed; to congeal	冫	にすい	冫、疑	16
唆	サ	そそのか(す)	to instigate; to tempt; to abet	口	くちへん	口、夋	10
絞	コウ	しぼ(る)、し(める)、し(まる)	to wring; to strangle; to squeeze	糸	いとへん	糸、交	12
控	コウ	ひか(える)	to refrain; to hold back; to note	扌	てへん	扌、空	11
拘	コウ		to arrest; to adhere to; to seize	扌	てへん	扌、句	8
抗	コウ		to resist; to oppose; anti-	扌	てへん	扌、亢	7	6
顧	コ	かえり(みる)	to look back; to consider	頁	おおがい	雇、頁	21
貫	カン	つらぬ(く)	to pierce; to penetrate; kan (weight)	貝	かい	毌、貝	11
還	カン		to return; to send back	辶	しんにょう	睘、辶	16
企	キ	くわだ(てる)	to plan; to scheme; enterprise	人	ひとやね	人、止	6
拷	ゴウ		torture; beating	扌	てへん	扌、考	9
